Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A793991,,05/02/2019 14:29,05/02/2019 14:29,Manor (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,,05/02/2019 16:07,05/02/2019 16:07,04/10/2019,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
A698312,Lukah,03/22/2015 05:53:00 PM,03/22/2015 05:53:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,11 months,Domestic Shorthair,Blue,Lukah,03/29/2015 05:44:00 PM,03/29/2015 05:44:00 PM,04/01/2014,Cat,Neutered Male,11 months,Domestic Shorthair,Blue,0
A716006,Snoopy,12/14/2016 11:49:00 AM,12/14/2016 11:49:00 AM,7309 Lazy Creek in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Brown,Snoopy,12/15/2016 04:25:00 PM,12/15/2016 04:25:00 PM,11/12/2014,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,White/Brown,0
A717560,Milo,12/10/2015 14:38,12/10/2015 14:38,7976 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Milo,12/16/2015 03:24:00 PM,12/16/2015 03:24:00 PM,09/30/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0
A702813,*Axel,05/18/2015 11:02:00 AM,05/18/2015 11:02:00 AM,1881 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan,*Axel,06/19/2015 12:28:00 PM,06/19/2015 12:28:00 PM,05/18/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan,0
A765756,Yoshi,01/26/2018 11:08:00 AM,01/26/2018 11:08:00 AM,9201 Circuits Of America in Del Valle (TX),Stray,Normal,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/Brown,Yoshi,02/02/2018 16:28,02/02/2018 16:28,01/26/2017,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/Brown,0
A803875,,09/07/2019 15:13,09/07/2019 15:13,5401 Westminster Dr in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Pit Bull,Fawn/White,,09/07/2019 18:21,09/07/2019 18:21,07/07/2019,Dog,Intact Female,2 months,Pit Bull,Fawn/White,0
A739714,Suki,12/06/2016 12:50,12/06/2016 12:50,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,Suki,12/17/2016 03:28:00 PM,12/17/2016 03:28:00 PM,09/06/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A737292,Cora,10/25/2016 11:37:00 AM,10/25/2016 11:37:00 AM,Orba Dr And Vitruvius Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,Cora,11/02/2016 00:00,11/02/2016 00:00,10/25/2015,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0
A805933,*Joey,10/03/2019 18:04,10/03/2019 18:04,Webberville Road in Austin (TX),Stray,Nursing,Dog,Intact Male,3 weeks,Border Collie Mix,White/Chocolate,*Joey,11/08/2019 18:42,11/08/2019 18:42,09/11/2019,Dog,Neutered Male,1 month,Border Collie Mix,White/Chocolate,0
A795199,Angelina,05/17/2019 01:48:00 PM,05/17/2019 01:48:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Torbie,Angelina,10/21/2019 02:22:00 PM,10/21/2019 02:22:00 PM,05/17/2008,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Torbie,0
A753367,Zeus,07/05/2017 13:44,07/05/2017 13:44,Cainewood Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan,Zeus,07/11/2017 19:02,07/11/2017 19:02,07/05/2016,Dog,Neutered Male,1 year,Cairn Terrier Mix,Tan,0
A669391,Einstein,12/19/2013 05:41:00 PM,12/19/2013 05:41:00 PM,12402 Rusted Nail Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer Mix,White,Einstein,12/20/2013 11:44:00 AM,12/20/2013 11:44:00 AM,12/19/2011,Dog,Intact Male,2 years,Miniature Schnauzer Mix,White,0
A763729,Parmesan,12/15/2017 06:31:00 PM,12/15/2017 06:31:00 PM,2210 Palmera in Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby,Parmesan,01/07/2018 15:23,01/07/2018 15:23,12/15/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby,0
A741627,,01/05/2017 12:09,01/05/2017 12:09,6300 Sierra Vista Dr in Travis (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Longhair,Blue/White,,01/06/2017 09:00,01/06/2017 09:00,05/05/2016,Cat,Neutered Male,8 months,Domestic Longhair,Blue/White,0
A774295,*Tanti,06/13/2018 12:16:00 PM,06/13/2018 12:16:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,*Tanti,07/11/2018 17:37,07/11/2018 17:37,06/13/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0
A812664,Pulgas,01/26/2020 12:05:00 PM,01/26/2020 12:05:00 PM,16009 Fm 1325 in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Rat Terrier Mix,Brown/White,Pulgas,02/03/2020 17:45,02/03/2020 17:45,01/26/2019,Dog,Intact Male,1 year,Rat Terrier Mix,Brown/White,0
A753563,*Juliette,07/08/2017 11:03,07/08/2017 11:03,12803 Bob Johnson in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico,*Juliette,07/30/2017 05:40:00 PM,07/30/2017 05:40:00 PM,04/23/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,0
A760692,Charlie,10/22/2017 04:22:00 PM,10/22/2017 04:22:00 PM,West Anderson Lane And Gault St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,Charlie,11/22/2017 09:25:00 AM,11/22/2017 09:25:00 AM,09/15/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A700436,,04/13/2015 04:42:00 PM,04/13/2015 04:42:00 PM,1628 Ohlen Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Blue Merle,,04/17/2015 06:27:00 PM,04/17/2015 06:27:00 PM,01/29/2015,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Blue Merle,0
A703113,,05/20/2015 04:41:00 PM,05/20/2015 04:41:00 PM,6902 Highland Circle #B in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor,,05/23/2015 05:14:00 PM,05/23/2015 05:14:00 PM,03/20/2015,Dog,Spayed Female,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor,0
A770352,*Zero,09/05/2019 13:38,09/05/2019 13:38,6407 Cooper Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,*Zero,07/03/2019 18:36,07/03/2019 18:36,04/18/2016,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,1
A743197,Daysi,02/05/2017 16:57,02/05/2017 16:57,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Border Collie Mix,Black/White,Daysi,02/06/2017 12:52,02/06/2017 12:52,02/05/2016,Dog,Intact Female,1 year,Border Collie Mix,Black/White,0
A760148,Lund Kitty,10/13/2017 01:04:00 PM,10/13/2017 01:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,7 years,American Curl Shorthair Mix,Brown Tabby/White,Lund Kitty,10/30/2017 06:18:00 PM,10/30/2017 06:18:00 PM,10/13/2010,Cat,Spayed Female,7 years,American Curl Shorthair Mix,Brown Tabby/White,0
A808949,Charlie,11/16/2019 03:04:00 PM,11/16/2019 03:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever/Pit Bull,Fawn/White,Charlie,11/29/2019 05:29:00 PM,11/29/2019 05:29:00 PM,05/16/2016,Dog,Spayed Female,3 years,Labrador Retriever/Pit Bull,Fawn/White,0
A658992,Cash,12/02/2013 11:52,12/02/2013 11:52,Hunter Chase Dr And Palm Springs in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Boxer Mix,Brown/White,Cash,12/02/2013 15:08,12/02/2013 15:08,07/17/2004,Dog,Intact Male,9 years,Boxer Mix,Brown/White,0
A670388,,01/07/2014 14:17,01/07/2014 14:17,1612 Ridgemont Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby,,01/11/2014 16:16,01/11/2014 16:16,01/08/2002,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby,1
A679352,*Bobby,05/19/2014 05:22:00 PM,05/19/2014 05:22:00 PM,5408 Manchaca Rd in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Snowshoe Mix,Seal Point,*Bobby,05/25/2014 01:31:00 PM,05/25/2014 01:31:00 PM,02/19/2014,Cat,Neutered Male,3 months,Snowshoe Mix,Seal Point,0
A764428,Jethro,12/29/2017 06:44:00 PM,12/29/2017 06:44:00 PM,8121 Research Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White,Jethro,06/06/2018 14:47,06/06/2018 14:47,12/29/2015,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0
A737871,Emma,11/06/2016 08:43,11/06/2016 08:43,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Shih Tzu Mix,White,Emma,11/06/2016 13:26,11/06/2016 13:26,05/06/2013,Dog,Spayed Female,3 years,Shih Tzu Mix,White,0
A720191,Bandit,02/04/2016 11:38,02/04/2016 11:38,3501 Larchmont Cove in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Lop-Holland,White/Black,Bandit,02/04/2016 18:31,02/04/2016 18:31,08/04/2013,Other,Intact Male,2 years,Lop-Holland,White/Black,0
A733325,,08/20/2016 12:36:00 PM,08/20/2016 12:36:00 PM,6503 Bluff Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese Mix,Flame Point,,08/21/2016 09:00:00 AM,08/21/2016 09:00:00 AM,08/20/2015,Cat,Intact Female,1 year,Siamese Mix,Flame Point,0
A744299,*Xander,02/26/2017 02:27:00 PM,02/26/2017 02:27:00 PM,8027 Elroy Rd in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/White,*Xander,03/05/2017 15:46,03/05/2017 15:46,02/26/2016,Dog,Neutered Male,1 year,Border Collie Mix,Black/White,0
A731833,*Derrinda,07/28/2016 06:49:00 AM,07/28/2016 06:49:00 AM,3300 Killingsworth #263 in Travis (TX),Public Assist,Normal,Cat,Intact Female,2 years,Manx/Domestic Shorthair,Brown Tabby,*Derrinda,08/13/2016 02:23:00 PM,08/13/2016 02:23:00 PM,07/28/2014,Cat,Spayed Female,2 years,Manx/Domestic Shorthair,Brown Tabby,0
A772248,,05/16/2018 03:20:00 PM,05/16/2018 03:20:00 PM,7801 N Lamar Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,05/17/2018 11:10:00 AM,05/17/2018 11:10:00 AM,05/16/2016,Other,Unknown,2 years,Bat Mix,Brown,1
A665691,Zoey,10/21/2013 04:41:00 PM,10/21/2013 04:41:00 PM,10005 Derringer Trl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Buff,Zoey,11/09/2013 12:09,11/09/2013 12:09,10/21/2011,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Buff,0
A777027,,07/22/2018 12:39:00 PM,07/22/2018 12:39:00 PM,4102 Manchaca Road in Austin (TX),Stray,Sick,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White,,07/29/2018 12:00:00 AM,07/29/2018 12:00:00 AM,07/22/2012,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White,0
A773252,Jody,05/29/2018 04:05:00 PM,05/29/2018 04:05:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Jody,06/10/2018 18:31,06/10/2018 18:31,10/29/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
A719173,Diamond,11/24/2017 01:14:00 PM,11/24/2017 01:14:00 PM,5408 Imperial Dr in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Black/Tan,Diamond,12/01/2017 12:52,12/01/2017 12:52,05/14/2015,Dog,Intact Male,2 years,German Shepherd Mix,Black/Tan,0
A766902,,02/19/2018 12:16:00 PM,02/19/2018 12:16:00 PM,Mckinney Falls Parkway And East William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Cattle Dog Mix,Tricolor,,02/23/2018 05:14:00 PM,02/23/2018 05:14:00 PM,10/19/2017,Dog,Neutered Male,4 months,Australian Cattle Dog Mix,Tricolor,0
A675695,Kato,03/31/2014 03:50:00 PM,03/31/2014 03:50:00 PM,8017 Tee Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Brown,Kato,04/01/2014 18:01,04/01/2014 18:01,03/31/2012,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Brown,0
A743112,Red,02/04/2017 09:05,02/04/2017 09:05,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,9 months,Pit Bull/German Shepherd,Red,Red,02/07/2017 17:02,02/07/2017 17:02,05/04/2016,Dog,Spayed Female,9 months,Pit Bull/German Shepherd,Red,0
A707902,*Leeland,07/19/2015 09:45:00 PM,07/19/2015 09:45:00 PM,9800 Wading Pool Path in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Rat Terrier Mix,Black/White,*Leeland,07/29/2015 03:47:00 PM,07/29/2015 03:47:00 PM,09/20/2014,Dog,Neutered Male,10 months,Rat Terrier Mix,Black/White,0
A737981,,11/07/2016 17:22,11/07/2016 17:22,11001 Lakeline Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Skunk Mix,Black/White,,11/07/2016 17:49,11/07/2016 17:49,11/07/2015,Other,Unknown,1 year,Skunk Mix,Black/White,1
A773862,Imadramatron,06/06/2018 15:34,06/06/2018 15:34,11919 Manchaca Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Brown,Imadramatron,06/28/2018 02:36:00 PM,06/28/2018 02:36:00 PM,04/06/2018,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Brown,0
A667888,,11/24/2013 02:57:00 PM,11/24/2013 02:57:00 PM,Riverside And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Tan,,11/29/2013 01:16:00 PM,11/29/2013 01:16:00 PM,07/24/2013,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Tan,0
A702581,*Amber,05/15/2015 06:42:00 PM,05/15/2015 06:42:00 PM,5201 Berkman Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White,*Amber,10/03/2015 13:13,10/03/2015 13:13,05/15/2013,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,0
A738542,Chip,11/17/2016 11:51:00 AM,11/17/2016 11:51:00 AM,2921 Ellon Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,8 months,German Shepherd Mix,Red/Yellow,Chip,11/23/2016 02:31:00 PM,11/23/2016 02:31:00 PM,03/17/2016,Dog,Neutered Male,8 months,German Shepherd Mix,Red/Yellow,0
A643862,Brownie,10/30/2015 01:10:00 PM,10/30/2015 01:10:00 PM,Catalina Dr And Burleson Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Beagle/Australian Cattle Dog,Red Tick/Brown,Brownie,10/30/2015 04:27:00 PM,10/30/2015 04:27:00 PM,06/17/2010,Dog,Neutered Male,5 years,Beagle/Australian Cattle Dog,Red Tick/Brown,0
A758357,Chico,10/09/2018 15:51,10/09/2018 15:51,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,Chico,11/04/2018 18:24,11/04/2018 18:24,09/15/2015,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,0
A786126,*Landon,12/17/2018 01:19:00 PM,12/17/2018 01:19:00 PM,Hobbs Cove And Cayuga Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,*Landon,03/01/2019 14:47,03/01/2019 14:47,12/17/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0
A776064,*Piper,07/08/2018 12:25,07/08/2018 12:25,600 West William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Labrador Retriever Mix,Brown/Black,*Piper,08/04/2018 18:57,08/04/2018 18:57,02/08/2018,Dog,Spayed Female,5 months,Labrador Retriever Mix,Brown/Black,0
A799820,*Bono,07/12/2019 12:49,07/12/2019 12:49,Mopac And Spyglass in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Poodle,Black,*Bono,07/17/2019 12:54:00 PM,07/17/2019 12:54:00 PM,07/17/2014,Dog,Neutered Male,5 years,Miniature Poodle,Black,0
A701691,Shadow,05/03/2015 13:33,05/03/2015 13:33,528 S Meadowlark St in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Golden Retriever Mix,Red,Shadow,05/15/2015 09:28:00 AM,05/15/2015 09:28:00 AM,05/03/2013,Dog,Intact Male,2 years,Golden Retriever Mix,Red,1
A761000,Faye,10/27/2017 02:48:00 PM,10/27/2017 02:48:00 PM,9628 Alex Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/White,Faye,11/15/2017 01:04:00 PM,11/15/2017 01:04:00 PM,01/11/2014,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/White,0
A696240,Siren,01/31/2015 04:40:00 PM,01/31/2015 04:40:00 PM,Wilcab Rd And Bluestein Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Beagle/Staffordshire,White,Siren,02/05/2015 17:33,02/05/2015 17:33,01/31/2009,Dog,Spayed Female,6 years,Beagle/Staffordshire,White,0
A795552,Arc,06/25/2019 09:41:00 AM,06/25/2019 09:41:00 AM,8501 South Fm 973 in Manor (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog/Bull Terrier,White/Tan,Arc,06/25/2019 07:00:00 PM,06/25/2019 07:00:00 PM,05/21/2018,Dog,Neutered Male,1 year,Australian Cattle Dog/Bull Terrier,White/Tan,0
A744918,Makki,03/09/2017 14:09,03/09/2017 14:09,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black,Makki,03/13/2017 05:05:00 PM,03/13/2017 05:05:00 PM,01/09/2017,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,0
A803164,*Billie Holiday,08/28/2019 12:31:00 PM,08/28/2019 12:31:00 PM,10301 Lava Ln in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Border Collie,Black/White,*Billie Holiday,09/02/2019 11:46,09/02/2019 11:46,08/28/2017,Dog,Spayed Female,2 years,Border Collie,Black/White,0
A793067,Prince,07/12/2019 17:21,07/12/2019 17:21,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black,Prince,07/19/2019 06:34:00 PM,07/19/2019 06:34:00 PM,04/19/2017,Dog,Intact Male,2 years,German Shepherd,Brown/Black,0
A798956,Lola,07/02/2019 13:51,07/02/2019 13:51,2612  Willow Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,Lola,08/12/2019 16:01,08/12/2019 16:01,05/02/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0
A772208,*Cosette,06/02/2019 14:42,06/02/2019 14:42,2124 Burton Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Siamese Mix,Lilac Point/White,*Cosette,06/05/2019 13:41,06/05/2019 13:41,05/16/2017,Cat,Intact Female,2 years,Siamese Mix,Lilac Point/White,0
A755172,,07/30/2017 11:50:00 AM,07/30/2017 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,White/Black,,07/30/2017 04:51:00 PM,07/30/2017 04:51:00 PM,07/30/2017,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,White/Black,0
A495060,Lulu Belle,09/06/2016 15:07,09/06/2016 15:07,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Border Collie Mix,White/Tricolor,Lulu Belle,11/20/2016 11:41:00 AM,11/20/2016 11:41:00 AM,10/03/2007,Dog,Spayed Female,9 years,Border Collie Mix,White/Tricolor,0
A800658,,07/24/2019 02:50:00 PM,07/24/2019 02:50:00 PM,Austin (TX),Stray,Normal,Dog,Unknown,2 days,Labrador Retriever,White/Brown Brindle,,08/03/2019 08:37,08/03/2019 08:37,07/22/2019,Dog,Unknown,1 weeks,Labrador Retriever,White/Brown Brindle,0
A787933,,01/22/2019 07:51:00 PM,01/22/2019 07:51:00 PM,1709 Whitney Way in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Bat Mix,Brown,,01/23/2019 11:23:00 AM,01/23/2019 11:23:00 AM,01/22/2018,Other,Unknown,1 year,Bat Mix,Brown,1
A756447,Pachuco Jr.,08/19/2017 05:02:00 PM,08/19/2017 05:02:00 PM,Travis (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,Pachuco Jr.,09/27/2017 07:19:00 PM,09/27/2017 07:19:00 PM,08/19/2016,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,1
A772518,,05/20/2018 03:04:00 PM,05/20/2018 03:04:00 PM,15311 Brenda Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 weeks,Chihuahua Shorthair Mix,Buff,,05/20/2018 06:32:00 PM,05/20/2018 06:32:00 PM,05/05/2018,Dog,Intact Male,2 weeks,Chihuahua Shorthair Mix,Buff,0
A631106,Lucy,03/14/2016 01:12:00 PM,03/14/2016 01:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Doberman Pinsch Mix,Black/Tan,Lucy,04/22/2016 04:38:00 PM,04/22/2016 04:38:00 PM,07/01/2011,Dog,Spayed Female,4 years,Doberman Pinsch Mix,Black/Tan,0
A754333,Zeus,07/19/2017 11:03:00 AM,07/19/2017 11:03:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,American Bulldog Mix,White/Brown,Zeus,07/25/2017 02:59:00 PM,07/25/2017 02:59:00 PM,07/19/2015,Dog,Intact Male,2 years,American Bulldog Mix,White/Brown,0
A788493,,02/03/2019 15:15,02/03/2019 15:15,Spicewood Springs Road in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream,,02/07/2019 13:12,02/07/2019 13:12,04/03/2018,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream,0
A703519,,05/25/2015 04:11:00 PM,05/25/2015 04:11:00 PM,Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,,05/26/2015 01:52:00 PM,05/26/2015 01:52:00 PM,05/03/2015,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,0
A671307,*Bubbles,01/22/2014 01:19:00 PM,01/22/2014 01:19:00 PM,Hog Eye & Lockwood in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby,*Bubbles,03/16/2014 05:27:00 PM,03/16/2014 05:27:00 PM,08/22/2013,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,0
A796903,,06/07/2019 08:00,06/07/2019 08:00,Govalle Park in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Black,,06/12/2019 17:37,06/12/2019 17:37,04/07/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0
A723234,,03/28/2016 04:08:00 PM,03/28/2016 04:08:00 PM,3211 Feathergrass Ct in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Bat,Brown,,03/30/2016 10:15:00 AM,03/30/2016 10:15:00 AM,09/28/2015,Other,Unknown,6 months,Bat,Brown,1
A807998,,11/02/2019 16:46,11/02/2019 16:46,6107 Idlewood Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,,11/06/2019 15:48,11/06/2019 15:48,09/17/2019,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,0
A719019,Sprocket,01/11/2016 12:19,01/11/2016 12:19,7706 Northcross Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Miniature Poodle Mix,Cream/Tan,Sprocket,01/16/2016 05:45:00 PM,01/16/2016 05:45:00 PM,11/24/2015,Dog,Neutered Male,1 month,Miniature Poodle Mix,Cream/Tan,0
A705511,*Stella,06/18/2015 12:35:00 PM,06/18/2015 12:35:00 PM,5310 Burnet Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Beagle Mix,Tricolor,*Stella,06/22/2015 05:02:00 PM,06/22/2015 05:02:00 PM,06/18/2013,Dog,Spayed Female,2 years,Beagle Mix,Tricolor,0
A789285,*Aziz,02/18/2019 05:28:00 PM,02/18/2019 05:28:00 PM,1109 South Pleasant Valley Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull,Black,*Aziz,03/08/2019 17:10,03/08/2019 17:10,02/18/2018,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Black,0
A809242,Ash,11/21/2019 03:41:00 PM,11/21/2019 03:41:00 PM,2501 Wickersham Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue,Ash,12/07/2019 17:55,12/07/2019 17:55,08/28/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Blue,0
A761489,Dolly,12/19/2018 06:45:00 PM,12/19/2018 06:45:00 PM,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Buff,Dolly,12/28/2018 01:25:00 PM,12/28/2018 01:25:00 PM,11/05/2015,Dog,Spayed Female,3 years,Labrador Retriever Mix,Buff,0
A692979,Maggie,11/29/2014 02:01:00 PM,11/29/2014 02:01:00 PM,2509 East 10Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Boston Terrier,Brown Brindle/White,Maggie,12/01/2014 18:12,12/01/2014 18:12,11/29/2007,Dog,Spayed Female,7 years,Boston Terrier,Brown Brindle/White,0
A805414,,09/26/2019 03:40:00 PM,09/26/2019 03:40:00 PM,Autumn Bay Drive And Breckenridge Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White/Cream,,09/26/2019 06:12:00 PM,09/26/2019 06:12:00 PM,09/26/2018,Dog,Intact Male,1 year,Great Pyrenees,White/Cream,0
